Product Name,Woolworths_Price,Coles_Price,Woolworths_Image,Coles_image
Maseur Footcare Work Insoles Pair each,21.0,21.0,https://assets.woolworths.com.au/images/1005/716724.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4322600.jpg&w=640&q=90
Samba Natural Wooden Firelighters 32 pack,3.85,3.85,https://assets.woolworths.com.au/images/1005/100830.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F7%2F7030779.jpg&w=640&q=90
Heat Beads Original Bbq Briquettes 4kg,13.2,9.0,https://assets.woolworths.com.au/images/1005/21228.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5423974.jpg&w=640&q=90
Hot Topic Licensed Double Walled Glass Mug each,8.0,8.0,https://assets.woolworths.com.au/images/1005/6018769.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8072173.jpg&w=640&q=90
Elmer's Unicorn Magic Slime Kit Colour Changing each,14.25,19.0,https://assets.woolworths.com.au/images/1005/238194.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5247496.jpg&w=640&q=90
Redheads Classic Wrapped Firelighters 20 pack,4.0,4.2,https://assets.woolworths.com.au/images/1005/636991.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3030777.jpg&w=640&q=90
Baby Paws Tiny Toy Assorted each,12.0,12.0,https://assets.woolworths.com.au/images/1005/6030885.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1684590.jpg&w=640&q=90
Elmer's Gue Strawberry Donut Slime 236.5mL,12.0,12.0,https://assets.woolworths.com.au/images/1005/237859.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5247601.jpg&w=640&q=90
Neat Feat Spandex Gel Metatarsal Cushion each,21.0,21.0,https://assets.woolworths.com.au/images/1005/81607.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6420541.jpg&w=640&q=90
Post-it Super Sticky Note Cube each,10.4,8.3,https://assets.woolworths.com.au/images/1005/819850.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3938791.jpg&w=640&q=90
Elmer's Liquid School Glue 225mL,4.9,7.0,https://assets.woolworths.com.au/images/1005/651999.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3087242.jpg&w=640&q=90
Hot Wheels Basic Car Assortment each,3.75,3.75,https://assets.woolworths.com.au/images/1005/16923.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5408755.jpg&w=640&q=90
Elmer's Magical Liquid 258mL,7.0,11.75,https://assets.woolworths.com.au/images/1005/688716.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3330566.jpg&w=640&q=90
Bonds Kids Low Cut Socks Size 9-12 Assorted 3 pack,7.0,7.0,https://assets.woolworths.com.au/images/1005/253621.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F7%2F7665475.jpg&w=640&q=90
Underworks Womens All Day Cushion Foot Socks Black Size 9-11 2 pack,10.5,7.65,https://assets.woolworths.com.au/images/1005/360115.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2208261.jpg&w=640&q=90
Kaleidoscope Sticker Bomb Book Assorted each,8.0,7.0,https://assets.woolworths.com.au/images/1005/6052867.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1296580.jpg&w=640&q=90
Redheads Shrink Wrapped Matches 45 pack,3.5,3.5,https://assets.woolworths.com.au/images/1005/21304.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3404720.jpg&w=640&q=90
Bonds Ladies Seamless Full Brief Size 16 Assorted 2 pack,13.0,13.0,https://assets.woolworths.com.au/images/1005/660185.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3711093.jpg&w=640&q=90
Bonds Ladies Seamless Full Brief Size 12 Assorted 2 pack,13.0,13.0,https://assets.woolworths.com.au/images/1005/660239.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3711082.jpg&w=640&q=90
Underworks Womens All Day Cushion Foot Socks Black Size 5-8 2 pack,10.5,7.65,https://assets.woolworths.com.au/images/1005/360114.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2208250.jpg&w=640&q=90
Pilot Frixion Clicker Erasable Gel Pens Black 2 pack,6.3,7.2,https://assets.woolworths.com.au/images/1005/6055494.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6821757.jpg&w=640&q=90
Korbond Instant Hook & Loop Tape Self Stick 1M each,7.0,7.2,https://assets.woolworths.com.au/images/1005/105195.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3973952.jpg&w=640&q=90
Bonds Ladies Seamless Full Brief Size 14 Assorted 2 pack,13.0,13.0,https://assets.woolworths.com.au/images/1005/660182.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6845610.jpg&w=640&q=90
Spirax A4 Notebook 120 Pages each,4.0,4.0,https://assets.woolworths.com.au/images/1005/238624.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6820550.jpg&w=640&q=90
Korbond Sewing Oil each,4.0,4.5,https://assets.woolworths.com.au/images/1005/103909.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3974060.jpg&w=640&q=90
Play-Doh Single Tub Assorted 112g,2.2,2.2,https://assets.woolworths.com.au/images/1005/761570.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5176730.jpg&w=640&q=90
Tradie Mens Work Socks Black 7/10 3 pack,12.0,12.0,https://assets.woolworths.com.au/images/1005/520518.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3741221.jpg&w=640&q=90
Decor Insulated Travel Cup Double Wall Assorted 480mL each,14.0,20.0,https://assets.woolworths.com.au/images/1005/218251.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6827822.jpg&w=640&q=90
Korbond Instant Iron On Hemming Web 10M each,4.0,4.2,https://assets.woolworths.com.au/images/1005/105192.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5323641.jpg&w=640&q=90
Hot Wheels Super Rig Toy Car Assorted each,11.2,14.0,https://assets.woolworths.com.au/images/1005/680023.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2229716.jpg&w=640&q=90
BIC Atlantis Original Ball Pens Blue 4 pack,6.5,6.5,https://assets.woolworths.com.au/images/1005/252709.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1868629.jpg&w=640&q=90
Elmer's Dinosaur Night Slime Kit Glow In The Dark each,14.25,19.0,https://assets.woolworths.com.au/images/1005/237568.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5247500.jpg&w=640&q=90
Bonds Mens Total Package Trunk Large Assorted each,12.5,12.5,https://assets.woolworths.com.au/images/1005/196034.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4962521.jpg&w=640&q=90
Clio Sheer Look Opaque Tights Black 80 Denier Size S/M each,20.0,20.0,https://assets.woolworths.com.au/images/1005/6029639.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1415599.jpg&w=640&q=90
Grillworx BBQ Spatula each,10.0,10.0,https://assets.woolworths.com.au/images/1005/94745.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2153512.jpg&w=640&q=90
Clio Sheer Look Opaque Tights Black 80 Denier Size T/XT each,20.0,20.0,https://assets.woolworths.com.au/images/1005/6030313.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1415602.jpg&w=640&q=90
Marbig Clear Plastic Ruler 30cm each,2.15,2.15,https://assets.woolworths.com.au/images/1005/190845.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8799579.jpg&w=640&q=90
Decor Vent & Seal Glass Container 650mL each,12.0,12.0,https://assets.woolworths.com.au/images/1005/6054097.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1545084.jpg&w=640&q=90
Decor Vent & Seal Glass Container 800mL each,14.0,14.0,https://assets.woolworths.com.au/images/1005/6051660.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1545404.jpg&w=640&q=90
Bonds Ladies Seamless Bikini Size 12 Assorted 2 pack,13.0,13.0,https://assets.woolworths.com.au/images/1005/660242.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4962554.jpg&w=640&q=90
Elmer's Slime Starter Kit Cosmic Metallic & Clear each,24.0,24.0,https://assets.woolworths.com.au/images/1005/239696.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5247543.jpg&w=640&q=90
Selleys BBQ Accessory Tough Wipes 25 pack,12.0,12.0,https://assets.woolworths.com.au/images/1005/730039.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1058196.jpg&w=640&q=90
Sistema Klip It Plus Juice Food Container 2L each,6.6,11.0,https://assets.woolworths.com.au/images/1005/106671.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3793870.jpg&w=640&q=90
Waxworks Vintage Jar Citronella Candle each,12.0,5.0,https://assets.woolworths.com.au/images/1005/338998.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2179458.jpg&w=640&q=90
BIC Velocity Mechanical Pencil 2 pack,6.0,6.0,https://assets.woolworths.com.au/images/1005/252710.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3663591.jpg&w=640&q=90
Bonds Sheer Relief Trouser Sock Black 1 Size each,5.0,5.0,https://assets.woolworths.com.au/images/1005/100286.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8424328.jpg&w=640&q=90
BIC Atlantis Original Ball Pens Black 4 pack,6.5,6.5,https://assets.woolworths.com.au/images/1005/763331.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1868630.jpg&w=640&q=90
Maseur Footcare Foam Latex Insole Pair each,7.0,7.0,https://assets.woolworths.com.au/images/1005/204483.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6448267.jpg&w=640&q=90
Hot Wheels Monster Trucks Toy Assorted each,6.5,6.5,https://assets.woolworths.com.au/images/1005/757246.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F9%2F9583804.jpg&w=640&q=90
Faber-Castell Connector Pens Fruity Scent 10 pack,8.0,5.9,https://assets.woolworths.com.au/images/1005/6041570.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1839766.jpg&w=640&q=90
Selleys BBQ Accessory Tough Wipes 12 pack,6.5,6.5,https://assets.woolworths.com.au/images/1005/254843.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5097134.jpg&w=640&q=90
Redheads Foil-Sealed Firelighters 24 pack,6.5,6.5,https://assets.woolworths.com.au/images/1005/250327.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4994890.jpg&w=640&q=90
Scholl Go Sockless Cushioning Insoles each,20.0,20.0,https://assets.woolworths.com.au/images/1005/6003660.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8925141.jpg&w=640&q=90
Odor Eaters Foot & Shoe Powder 100g,9.0,9.0,https://assets.woolworths.com.au/images/1005/95049.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5983120.jpg&w=640&q=90
Smash Stainless Steel Barista Buddy Assorted 355mL each,22.0,22.0,https://assets.woolworths.com.au/images/1005/172758.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8920625.jpg&w=640&q=90
Decor Microsafe Rice Cooker Microwavable Container 2.75L,12.5,12.5,https://assets.woolworths.com.au/images/1005/161058.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8185668.jpg&w=640&q=90
Sellotape Tape Gift Dispenser each,3.55,3.15,https://assets.woolworths.com.au/images/1005/787377.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1842556.jpg&w=640&q=90
Selleys Grease & Grime BBQ Accessory Cleaner 500mL,8.8,8.8,https://assets.woolworths.com.au/images/1005/730130.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5579703.jpg&w=640&q=90
Faber-Castell Connector Markers 20 pack,8.8,8.8,https://assets.woolworths.com.au/images/1005/96750.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1839744.jpg&w=640&q=90
Staedtler Rasoplast Erasers 2 pack,4.5,4.5,https://assets.woolworths.com.au/images/1005/145218.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6821961.jpg&w=640&q=90
Korbond Fashion Tape Stripes & Shapes each,10.0,10.5,https://assets.woolworths.com.au/images/1005/103469.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3974252.jpg&w=640&q=90
Korbond Tape Measure Metric & Imperial each,2.0,2.8,https://assets.woolworths.com.au/images/1005/101549.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5323721.jpg&w=640&q=90
Sistema To Go Lunch Box Cutlery Set Assorted each,8.85,9.0,https://assets.woolworths.com.au/images/1005/340278.jpg?impolicy=wowsmkqiema&w=260&h=260,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4232438.jpg&w=640&q=90
